rating_id,user_id,place_id,rating_place,rating_food,rating_service,user_personal_traits,user_personality,user_preferences,user_other_demographics,user_fav_cuisines,user_fav_payment_method
1001,1059,135030,2,2,2,"{birth_year: 1987, weight: 57, height: 1.69, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1002,1128,135053,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1003,1059,132825,2,1,1,"{birth_year: 1987, weight: 57, height: 1.69, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1004,1059,132754,2,2,2,"{birth_year: 1987, weight: 57, height: 1.69, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1005,1128,135058,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1006,1128,132875,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1007,1128,135079,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1008,1128,132925,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1009,1128,135064,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1010,1128,132921,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1011,1128,135060,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1012,1128,132954,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1013,1128,132951,0,0,0,"{birth_year: 1986, weight: 66, height: 1.72, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'friends', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafeteria', 'Hot_Dogs', 'Pizzeria', 'Mexican'}",{'cash'}
1014,1097,132921,2,2,1,"{birth_year: 1990, weight: 58, height: 1.64, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1015,1097,132955,2,2,1,"{birth_year: 1990, weight: 58, height: 1.64, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1016,1097,132884,1,1,1,"{birth_year: 1990, weight: 58, height: 1.64, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1017,1097,135049,2,1,1,"{birth_year: 1990, weight: 58, height: 1.64, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1018,1097,135034,2,2,1,"{birth_year: 1990, weight: 58, height: 1.64, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1019,1006,132954,1,1,1,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1020,1006,135079,1,1,1,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1021,1006,132875,2,2,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1022,1006,135026,2,2,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1023,1006,132922,2,1,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1024,1006,132572,1,0,1,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1025,1006,135075,1,1,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1026,1006,132825,1,1,1,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1027,1006,135048,1,1,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1028,1006,135030,1,1,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1029,1006,132884,2,2,2,"{birth_year: 1989, weight: 75, height: 1.8, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1030,1131,135054,2,1,2,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1031,1131,132869,1,2,1,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1032,1131,132866,2,2,2,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1033,1131,135082,0,1,0,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1034,1131,132851,2,2,2,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1035,1131,132870,0,2,0,"{birth_year: 1990, weight: 90, height: 1.8, marital_status: 'married'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'social drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'friends', transport: 'car owner'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1036,1073,135062,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1037,1073,132572,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1038,1073,135064,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1039,1073,135080,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1040,1073,132951,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1041,1073,132954,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1042,1073,135052,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1043,1073,132834,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1044,1073,135060,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1045,1073,135065,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1046,1073,132862,0,0,0,"{birth_year: 1989, weight: 118, height: 1.79, marital_status: 'widow'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'yellow', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'car owner'}","{religion: 'none', employment: 'unemployed'}",{'American'},{'cash'}
1047,1049,132921,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1048,1049,135042,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1049,1049,135032,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1050,1049,135051,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1051,1049,135085,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1052,1049,132862,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1053,1049,135052,0,0,0,"{birth_year: 1991, weight: 55, height: 1.6, marital_status: 'single'}","{interest: 'none', type_of_worker: 'hard-worker', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: , smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'none', employment: 'student'}",{'Mexican'},{'cash'}
1054,1058,135076,2,2,2,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1055,1058,135043,1,2,2,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1056,1058,135058,2,2,0,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1057,1058,135053,2,1,1,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1058,1058,132885,1,1,1,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1059,1058,135050,1,0,0,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1060,1058,132872,2,2,1,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1061,1058,135066,1,1,1,"{birth_year: 1991, weight: 74, height: 1.78, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Cuban'},{'cash'}
1062,1002,132921,2,1,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1063,1002,135062,1,2,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1064,1002,135106,1,1,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1065,1002,132825,2,2,0,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1066,1002,135052,1,1,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1067,1002,132862,2,2,2,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1068,1096,132875,2,2,2,"{birth_year: 1990, weight: 40, height: 1.2, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1069,1002,135059,1,2,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1070,1002,135041,2,1,0,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1071,1002,132925,1,1,2,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1072,1002,135085,1,1,1,"{birth_year: 1990, weight: 40, height: 1.87, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hunter-ostentatious', fav_color: 'red', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1073,1096,135025,2,2,2,"{birth_year: 1990, weight: 40, height: 1.2, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1074,1096,135072,1,2,1,"{birth_year: 1990, weight: 40, height: 1.2, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
1075,1096,135064,1,1,0,"{birth_year: 1990, weight: 40, height: 1.2, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
